annual_inc,loan_amnt,int_rate,installment,dti,delinq_2yrs,inq_last_6mths,open_acc,total_acc,revol_bal,revol_util,pub_rec,pub_rec_bankruptcies,mort_acc,num_tl_90g_dpd_24m,mths_since_recent_inq,mths_since_recent_bc,num_rev_accts,percent_bc_gt_75,tot_cur_bal,tot_coll_amt,total_bc_limit,total_il_high_credit_limit,avg_cur_bal,bc_util,target,fico_mean,emp_length_num,grade_enc,sub_grade_enc,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,purpose_wedding,home_ownership_MORTGAGE,home_ownership_NONE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,verification_status_Source Verified,verification_status_Verified,term_ 60 months,loan_to_income,fico_cat_enc
121000.0,9000.0,6.49,275.81,22.86,0.0,0.0,12.0,40.0,6828.0,35.2,0.0,0.0,3.0,0.0,3.0,9.0,12.0,0.0,416246.0,70.0,3000.0,124590.0,37841.0,67.6,0,717.0,9.0,1,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.0743801652892562,3
130000.0,24800.0,12.69,831.92,12.82,1.0,0.0,16.0,27.0,39220.0,56.0,0.0,0.0,0.0,0.0,5.0,4.0,8.0,66.7,119378.0,0.0,70000.0,80679.0,7461.0,56.0,0,672.0,2.0,3,12,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,0.1907692307692307,3
43000.0,4000.0,23.43,155.74,34.02,0.0,1.0,10.0,25.0,8896.0,58.1,0.0,0.0,0.0,0.0,2.0,7.0,14.0,66.7,54478.0,0.0,5500.0,49243.0,5448.0,80.0,1,672.0,10.0,6,26,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0930232558139534,3
100000.0,40000.0,10.91,1269.73,11.93,0.0,0.0,8.0,11.0,47652.0,51.3,0.0,0.0,2.0,0.0,12.0,2.0,9.0,50.0,399695.0,0.0,92800.0,0.0,57099.0,51.3,0,732.0,6.0,2,9,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.4,3
55000.0,15000.0,14.64,517.34,10.09,0.0,0.0,5.0,8.0,16634.0,85.3,0.0,0.0,0.0,0.0,5.0,2.0,6.0,66.7,62918.0,0.0,19500.0,41000.0,12584.0,85.3,0,677.0,2.0,3,13,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.2727272727272727,3
130000.0,35000.0,12.79,1175.76,5.43,0.0,1.0,8.0,12.0,19506.0,71.2,3.0,3.0,3.0,0.0,4.0,21.0,9.0,80.0,19506.0,0.0,23200.0,0.0,2438.0,79.7,0,672.0,5.0,3,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.2692307692307692,3
72000.0,21250.0,20.99,461.17,21.63,0.0,1.0,19.0,32.0,21401.0,65.9,0.0,0.0,1.0,0.0,5.0,13.0,13.0,42.9,79769.0,0.0,15100.0,31758.0,7376.0,63.1,0,672.0,1.0,6,28,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,0.2951388888888889,3
47000.0,17625.0,17.27,440.59,22.03,0.0,0.0,10.0,19.0,9955.0,65.9,0.0,0.0,2.0,0.0,22.0,9.0,9.0,28.6,17869.0,0.0,13300.0,11671.0,1787.0,71.0,0,662.0,10.0,3,15,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,0.375,2
42000.0,4300.0,20.2,160.25,17.3,2.0,0.0,11.0,36.0,8699.0,55.1,0.0,0.0,4.0,0.0,8.0,29.0,22.0,33.3,93520.0,0.0,10300.0,36596.0,8502.0,84.0,0,672.0,10.0,5,23,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.1023809523809523,3
40000.0,3500.0,16.55,124.01,27.36,0.0,0.0,10.0,20.0,17762.0,85.8,0.0,0.0,1.0,0.0,14.0,39.0,16.0,80.0,42552.0,0.0,14300.0,24790.0,4255.0,93.7,0,697.0,10.0,4,17,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0875,3
26350.0,5150.0,16.24,181.67,17.22,0.0,0.0,17.0,19.0,9083.0,83.3,0.0,0.0,0.0,0.0,16.0,9.0,15.0,77.8,21590.0,0.0,6000.0,11781.0,1270.0,81.3,1,662.0,10.0,3,15,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.1954459203036053,2
37548.0,16600.0,10.99,543.39,25.95,0.0,0.0,5.0,8.0,13292.0,96.3,1.0,1.0,0.0,0.0,18.0,64.0,5.0,66.7,20934.0,0.0,11000.0,22043.0,4187.0,95.2,0,662.0,10.0,2,7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.4421007776712474,2
49990.0,7200.0,13.33,243.75,30.97,0.0,0.0,17.0,30.0,33476.0,81.6,0.0,0.0,3.0,0.0,11.0,13.0,24.0,100.0,247525.0,0.0,25500.0,6500.0,14560.0,97.8,0,677.0,1.0,3,13,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.1440288057611522,3
65625.0,35000.0,20.0,1269.73,41.26,0.0,0.0,15.0,35.0,44988.0,82.8,0.0,0.0,3.0,0.0,10.0,19.0,21.0,71.4,375840.0,0.0,44200.0,101929.0,26846.0,91.3,0,662.0,4.0,4,19,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.5333333333333333,2
84000.0,10000.0,8.18,314.2,19.51,0.0,1.0,9.0,23.0,28842.0,80.6,0.0,0.0,1.0,0.0,5.0,118.0,6.0,100.0,114823.0,3598.0,5000.0,37893.0,12758.0,95.0,0,667.0,6.0,2,6,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.119047619047619,2
135000.0,36000.0,6.19,1098.3,17.71,0.0,1.0,13.0,38.0,598.0,2.8,0.0,0.0,6.0,0.0,5.0,3.0,18.0,0.0,400505.0,0.0,16500.0,106548.0,30808.0,2.0,0,722.0,10.0,1,2,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.2666666666666666,3
70000.0,16000.0,14.08,372.96,21.94,0.0,2.0,11.0,24.0,19331.0,57.0,0.0,0.0,1.0,0.0,5.0,5.0,11.0,33.3,169245.0,0.0,30600.0,70515.0,15385.0,62.0,1,682.0,1.0,3,13,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,0.2285714285714285,3
25000.0,10000.0,11.22,328.43,10.13,1.0,0.0,3.0,16.0,6778.0,72.9,0.0,0.0,1.0,1.0,5.0,6.0,12.0,33.3,6778.0,0.0,9300.0,0.0,2259.0,72.9,0,662.0,1.0,2,10,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.4,2
66006.68,16000.0,12.59,360.7,34.51,0.0,0.0,10.0,35.0,13948.0,56.0,0.0,0.0,6.0,0.0,13.0,28.0,18.0,25.0,323781.0,0.0,23900.0,87837.0,35976.0,58.4,0,792.0,4.0,3,12,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,0.2423997086355502,4
71000.0,10200.0,8.18,320.48,20.27,0.0,0.0,8.0,22.0,5034.0,60.7,1.0,0.0,0.0,0.0,1.0,15.0,6.0,33.3,81429.0,0.0,8300.0,109241.0,10179.0,60.7,0,722.0,3.0,2,6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.1436619718309859,3
110000.0,14000.0,15.31,487.45,10.22,1.0,2.0,10.0,28.0,5595.0,67.4,0.0,0.0,1.0,0.0,0.0,32.0,13.0,0.0,178284.0,0.0,2500.0,28669.0,19809.0,0.0,0,687.0,3.0,3,14,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.1272727272727272,3
105000.0,9600.0,17.99,347.02,25.08,0.0,1.0,32.0,57.0,29091.0,74.6,0.0,0.0,0.0,0.0,4.0,4.0,25.0,87.5,242309.0,0.0,9600.0,236408.0,7816.0,90.5,1,662.0,6.0,4,17,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.0914285714285714,2
56510.0,15350.0,10.99,502.47,16.12,1.0,1.0,7.0,17.0,19141.0,85.1,0.0,0.0,1.0,0.0,6.0,11.0,13.0,100.0,26861.0,0.0,17800.0,19920.0,3837.0,96.7,0,662.0,7.0,2,9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.2716333392319943,2
48000.0,16500.0,17.86,417.74,16.4,0.0,1.0,11.0,35.0,13414.0,91.9,0.0,0.0,2.0,0.0,2.0,2.0,10.0,66.7,182233.0,0.0,9700.0,75129.0,18223.0,94.7,1,662.0,5.0,4,20,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,0.34375,2
40000.0,10400.0,15.99,252.86,5.1,0.0,0.0,9.0,12.0,2131.0,29.6,0.0,0.0,0.0,0.0,7.0,14.0,10.0,33.3,2131.0,0.0,2100.0,0.0,304.0,69.8,0,672.0,1.0,3,15,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,0.26,3
46400.0,15175.0,19.19,395.24,21.28,1.0,0.0,10.0,20.0,9609.0,67.2,0.0,0.0,2.0,0.0,7.0,33.0,14.0,100.0,126224.0,0.0,7100.0,26327.0,12622.0,99.5,0,672.0,10.0,5,23,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.3270474137931034,3
135000.0,22500.0,6.49,689.51,9.46,0.0,0.0,10.0,15.0,15014.0,19.4,0.0,0.0,0.0,0.0,15.0,15.0,11.0,0.0,41217.0,408.0,61900.0,5500.0,4122.0,20.2,0,727.0,0.0,1,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.1666666666666666,3
110000.0,40000.0,9.44,1269.73,13.17,0.0,0.0,7.0,33.0,8462.0,63.6,1.0,1.0,2.0,0.0,5.0,9.0,22.0,50.0,352931.0,0.0,12000.0,56861.0,50419.0,69.7,0,697.0,10.0,2,6,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.3636363636363636,3
131000.0,20000.0,6.03,608.72,16.01,1.0,0.0,6.0,52.0,19054.0,27.4,0.0,0.0,0.0,1.0,14.0,3.0,41.0,25.0,46129.0,0.0,69500.0,51300.0,7688.0,27.4,0,697.0,10.0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.1526717557251908,3
40000.0,5500.0,16.29,194.16,14.37,0.0,0.0,3.0,9.0,573.0,57.3,0.0,0.0,0.0,0.0,5.0,53.0,3.0,0.0,22881.0,0.0,1000.0,21028.0,7627.0,57.3,0,722.0,1.0,3,14,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.1375,3
55000.0,16925.0,12.69,567.75,26.9,0.0,0.0,18.0,36.0,30191.0,92.0,0.0,0.0,0.0,0.0,17.0,2.0,29.0,100.0,40014.0,0.0,16300.0,12725.0,2354.0,97.3,0,667.0,5.0,3,12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.3077272727272727,2
325000.0,24000.0,12.74,542.89,10.63,0.0,0.0,6.0,13.0,51807.0,83.8,0.0,0.0,3.0,0.0,5.0,11.0,6.0,100.0,106294.0,0.0,26000.0,72426.0,17716.0,96.3,1,702.0,0.0,3,11,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,0.0738461538461538,3
57500.0,12000.0,8.24,377.37,13.69,0.0,0.0,8.0,14.0,11475.0,72.2,0.0,0.0,2.0,0.0,1.0,8.0,8.0,50.0,297513.0,0.0,12400.0,27360.0,37189.0,81.1,0,697.0,8.0,2,6,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.208695652173913,3
78000.0,22000.0,17.86,556.99,35.6,1.0,0.0,17.0,42.0,21744.0,49.2,0.0,0.0,2.0,0.0,5.0,11.0,22.0,57.1,185631.0,0.0,24500.0,171709.0,10919.0,76.3,0,672.0,10.0,4,20,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,0.282051282051282,3
70000.0,16000.0,12.62,536.18,27.93,1.0,0.0,13.0,21.0,12018.0,78.5,0.0,0.0,0.0,1.0,14.0,20.0,14.0,50.0,45738.0,65.0,6400.0,33211.0,3812.0,85.0,1,672.0,10.0,3,11,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.2285714285714285,3
14700.0,2325.0,17.99,84.05,15.44,0.0,0.0,4.0,5.0,1920.0,42.7,0.0,0.0,0.0,0.0,7.0,31.0,2.0,0.0,12070.0,0.0,500.0,9495.0,3018.0,18.2,0,707.0,6.0,4,17,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.1660714285714285,3
25000.0,6000.0,13.99,205.04,35.57,0.0,0.0,8.0,15.0,3285.0,93.9,0.0,0.0,0.0,0.0,6.0,9.0,8.0,100.0,31514.0,0.0,1800.0,35045.0,5252.0,94.0,0,687.0,4.0,3,14,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.24,3
295000.0,12000.0,7.26,371.96,12.09,2.0,0.0,9.0,27.0,6980.0,66.5,0.0,0.0,7.0,0.0,21.0,100.0,10.0,0.0,100805.0,100.0,5600.0,90107.0,11201.0,67.4,0,687.0,6.0,1,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.0406779661016949,3
50939.0,7500.0,10.49,243.74,21.54,0.0,0.0,14.0,18.0,2605.0,8.9,3.0,1.0,2.0,0.0,7.0,2.0,12.0,0.0,125242.0,174.0,18300.0,31836.0,8946.0,9.6,0,722.0,10.0,2,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.1472349280511985,3
55000.0,8500.0,14.22,291.42,20.75,1.0,0.0,7.0,22.0,4377.0,71.8,0.0,0.0,1.0,0.0,5.0,13.0,13.0,42.9,79769.0,0.0,15100.0,31758.0,7376.0,63.1,0,672.0,7.0,3,15,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.1545454545454545,3
74810.0,15000.0,8.18,471.3,28.31,0.0,0.0,13.0,25.0,7900.0,27.9,1.0,1.0,1.0,0.0,0.0,10.0,8.0,0.0,197275.0,0.0,21000.0,88429.0,15175.0,30.0,0,672.0,4.0,2,6,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.2005079534821548,3
70000.0,18000.0,17.57,452.89,34.9,0.0,0.0,10.0,21.0,2331.0,68.6,0.0,0.0,2.0,0.0,8.0,13.0,8.0,66.7,161780.0,0.0,2400.0,112251.0,17976.0,79.6,1,697.0,10.0,4,17,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,0.2571428571428571,3
63000.0,12000.0,11.67,396.69,28.76,0.0,0.0,16.0,34.0,6739.0,21.9,1.0,1.0,6.0,0.0,1.0,7.0,17.0,0.0,241316.0,557.0,21400.0,74877.0,15082.0,27.1,0,722.0,6.0,2,9,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.1904761904761904,3
56000.0,20000.0,13.33,677.07,29.81,0.0,2.0,17.0,32.0,18448.0,68.1,0.0,0.0,0.0,0.0,4.0,14.0,9.0,100.0,80887.0,0.0,17700.0,73880.0,5055.0,103.2,0,672.0,3.0,3,13,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.3571428571428571,3
65000.0,15000.0,10.42,321.82,4.52,0.0,0.0,4.0,23.0,469.0,4.9,0.0,0.0,2.0,0.0,7.0,30.0,5.0,0.0,155566.0,0.0,5000.0,7150.0,38892.0,9.4,0,822.0,10.0,2,8,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,0.2307692307692307,5
46000.0,9000.0,7.29,279.09,10.23,0.0,0.0,6.0,10.0,8955.0,54.3,0.0,0.0,1.0,0.0,5.0,13.0,13.0,42.9,79769.0,0.0,15100.0,31758.0,7376.0,63.1,0,722.0,5.0,1,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.1956521739130435,3
95000.0,17075.0,13.99,397.22,38.06,0.0,0.0,11.0,30.0,62161.0,91.1,0.0,0.0,3.0,0.0,5.0,35.0,18.0,100.0,427604.0,0.0,59100.0,67194.0,38873.0,99.6,0,712.0,10.0,3,14,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.1797368421052631,3
120000.0,24000.0,8.19,754.18,17.53,0.0,1.0,18.0,24.0,22861.0,71.7,0.0,0.0,0.0,0.0,1.0,33.0,8.0,75.0,120636.0,0.0,26200.0,109125.0,6702.0,83.4,0,692.0,4.0,1,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.2,3
50000.0,10000.0,7.07,309.1,9.43,0.0,0.0,3.0,15.0,9922.0,39.7,0.0,0.0,3.0,0.0,9.0,13.0,7.0,42.9,66751.0,0.0,0.0,13141.0,22250.0,63.1,1,752.0,10.0,1,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.2,4
44848.41,3600.0,15.61,125.88,35.48,0.0,1.0,10.0,13.0,13817.0,87.4,0.0,0.0,0.0,0.0,4.0,4.0,7.0,100.0,45006.0,0.0,14500.0,52311.0,4501.0,92.4,1,687.0,2.0,4,16,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0802704042350665,3
25000.0,6625.0,8.39,208.8,10.42,0.0,1.0,2.0,18.0,7207.0,65.5,1.0,1.0,1.0,0.0,4.0,4.0,8.0,50.0,7207.0,0.0,11000.0,0.0,3604.0,65.5,0,667.0,6.0,1,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.265,2
36500.0,7000.0,10.15,226.37,27.92,0.0,0.0,12.0,22.0,8486.0,29.9,0.0,0.0,0.0,0.0,0.0,3.0,13.0,33.3,39199.0,70.0,21000.0,36354.0,3267.0,37.7,0,702.0,4.0,2,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.1917808219178082,3
52000.0,4800.0,12.69,161.02,23.56,2.0,0.0,7.0,46.0,2581.0,66.2,1.0,1.0,9.0,1.0,4.0,19.0,24.0,33.3,155769.0,0.0,3800.0,17300.0,25962.0,67.9,0,662.0,6.0,3,12,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.0923076923076923,2
36000.0,15750.0,15.59,550.55,16.87,0.0,0.0,8.0,19.0,18630.0,74.5,0.0,0.0,1.0,0.0,5.0,4.0,17.0,20.0,31905.0,0.0,24700.0,0.0,4558.0,75.2,0,692.0,6.0,4,16,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.4375,3
259000.0,2500.0,15.99,87.89,6.51,0.0,2.0,4.0,21.0,10034.0,76.0,0.0,0.0,0.0,0.0,2.0,20.0,15.0,100.0,45201.0,0.0,13200.0,42465.0,11300.0,76.0,0,737.0,9.0,3,15,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0096525096525096,3
49000.0,7875.0,19.53,290.79,41.26,2.0,0.0,15.0,29.0,13038.0,59.8,1.0,1.0,3.0,0.0,5.0,39.0,18.0,60.0,182274.0,0.0,10700.0,31375.0,13020.0,85.0,1,682.0,10.0,4,20,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.1607142857142857,3
60000.0,8000.0,10.49,259.99,23.14,1.0,0.0,14.0,32.0,10507.0,26.5,0.0,0.0,0.0,0.0,0.0,22.0,27.0,16.7,39739.0,113.0,31500.0,39443.0,3057.0,31.4,0,707.0,3.0,2,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.1333333333333333,3
70000.0,11200.0,7.69,349.37,12.91,0.0,1.0,6.0,23.0,9778.0,43.7,1.0,1.0,0.0,0.0,6.0,6.0,18.0,75.0,26917.0,0.0,14800.0,18626.0,4486.0,47.0,0,712.0,3.0,1,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.16,3
70000.0,24000.0,6.97,740.73,26.47,0.0,0.0,15.0,39.0,37255.0,45.1,0.0,0.0,3.0,0.0,12.0,36.0,25.0,0.0,170181.0,0.0,54900.0,33940.0,12156.0,57.3,0,702.0,3.0,1,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.3428571428571428,3
60000.0,10000.0,6.49,306.45,11.48,0.0,0.0,6.0,8.0,8726.0,69.3,0.0,0.0,0.0,0.0,5.0,25.0,6.0,75.0,12463.0,0.0,10100.0,12231.0,2077.0,82.4,0,717.0,3.0,1,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.1666666666666666,3
97500.0,9600.0,7.12,296.95,18.59,0.0,0.0,14.0,24.0,21146.0,64.1,0.0,0.0,2.0,0.0,5.0,19.0,12.0,28.6,46494.0,0.0,29000.0,35610.0,3321.0,70.1,0,717.0,10.0,1,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0984615384615384,3
44000.0,15000.0,6.97,462.96,26.13,0.0,1.0,12.0,42.0,17657.0,29.0,0.0,0.0,6.0,0.0,2.0,16.0,24.0,0.0,188436.0,0.0,46300.0,30472.0,15703.0,21.1,0,767.0,2.0,1,3,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.3409090909090909,4
80000.0,12000.0,6.03,365.23,17.64,0.0,0.0,13.0,34.0,9124.0,43.4,2.0,2.0,7.0,0.0,10.0,10.0,15.0,25.0,347552.0,0.0,19900.0,97502.0,26735.0,44.4,0,687.0,10.0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.15,3
138160.0,29000.0,11.49,956.17,7.25,0.0,0.0,12.0,19.0,20753.0,79.5,0.0,0.0,2.0,0.0,13.0,57.0,14.0,100.0,515010.0,0.0,4100.0,100734.0,42918.0,99.1,1,702.0,10.0,2,10,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.2099015634047481,3
53000.0,5600.0,13.67,190.5,35.87,0.0,0.0,7.0,13.0,18997.0,74.2,0.0,0.0,1.0,0.0,17.0,32.0,7.0,33.3,68305.0,0.0,28100.0,50018.0,9758.0,82.2,0,752.0,6.0,3,13,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.1056603773584905,4
39000.0,6000.0,11.99,199.26,17.57,0.0,0.0,7.0,16.0,6278.0,56.1,0.0,0.0,0.0,0.0,5.0,8.0,14.0,50.0,12419.0,0.0,6800.0,8325.0,1774.0,61.3,0,687.0,6.0,2,8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.1538461538461538,3
150000.0,20000.0,10.99,654.68,11.86,1.0,0.0,9.0,35.0,21755.0,84.6,0.0,0.0,9.0,0.0,10.0,10.0,18.0,100.0,267212.0,0.0,19700.0,49835.0,33402.0,93.9,0,682.0,6.0,2,7,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.1333333333333333,3
42000.0,11000.0,9.17,350.67,25.89,0.0,2.0,23.0,50.0,10487.0,22.9,1.0,1.0,3.0,0.0,0.0,12.0,38.0,0.0,30773.0,0.0,23100.0,30915.0,1620.0,34.6,0,672.0,1.0,2,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.2619047619047619,3
72000.0,9075.0,15.31,315.97,19.15,0.0,2.0,11.0,35.0,18174.0,74.2,0.0,0.0,3.0,0.0,1.0,9.0,21.0,66.7,298558.0,0.0,10300.0,61133.0,27142.0,91.3,1,672.0,10.0,3,15,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,0.1260416666666666,3
55000.0,6000.0,10.49,194.99,11.96,0.0,1.0,11.0,14.0,6198.0,29.0,0.0,0.0,0.0,0.0,3.0,12.0,12.0,0.0,53163.0,0.0,16000.0,49018.0,5316.0,35.0,0,727.0,1.0,2,8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.109090909090909,3
58000.0,8000.0,15.61,279.72,31.29,0.0,0.0,9.0,16.0,17862.0,34.1,0.0,0.0,0.0,0.0,8.0,5.0,11.0,0.0,59856.0,0.0,36800.0,47997.0,6651.0,17.8,0,737.0,2.0,4,16,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.1379310344827586,3
88000.0,35000.0,26.3,1269.73,18.63,0.0,0.0,10.0,13.0,37031.0,66.5,0.0,0.0,0.0,0.0,8.0,2.0,11.0,25.0,61901.0,0.0,48200.0,42200.0,6190.0,61.7,0,662.0,10.0,5,25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.3977272727272727,2
60000.0,16000.0,12.39,534.42,6.79,1.0,0.0,10.0,19.0,4972.0,29.4,0.0,0.0,0.0,0.0,13.0,3.0,17.0,33.3,8023.0,0.0,16000.0,0.0,1003.0,30.6,0,702.0,4.0,3,11,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.2666666666666666,3
100000.0,13025.0,29.49,558.3,7.56,0.0,0.0,3.0,7.0,4351.0,77.7,0.0,0.0,0.0,0.0,17.0,11.0,4.0,100.0,20753.0,0.0,3000.0,27694.0,6918.0,79.5,1,687.0,10.0,6,30,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.13025,3
75000.0,15000.0,16.24,366.69,13.76,1.0,0.0,7.0,24.0,14307.0,71.5,1.0,0.0,3.0,0.0,7.0,109.0,17.0,66.7,27073.0,0.0,12800.0,15319.0,3868.0,93.6,0,692.0,10.0,3,15,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,0.2,3
40000.0,9000.0,7.56,280.21,17.49,0.0,0.0,8.0,9.0,9569.0,17.4,0.0,0.0,0.0,0.0,12.0,1.0,5.0,0.0,18926.0,0.0,55000.0,21000.0,2366.0,17.4,0,767.0,0.0,1,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.225,4
64000.0,9600.0,10.16,310.49,19.82,0.0,1.0,14.0,21.0,8277.0,38.7,1.0,1.0,0.0,0.0,5.0,53.0,17.0,0.0,59684.0,0.0,11700.0,61310.0,5426.0,54.0,0,732.0,2.0,2,6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.15,3
112000.0,25375.0,14.99,879.51,12.94,1.0,1.0,11.0,24.0,5152.0,22.3,3.0,1.0,1.0,0.0,5.0,3.0,7.0,0.0,381771.0,277.0,15600.0,102163.0,34706.0,16.8,0,712.0,1.0,3,14,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.2265625,3
